age,tenure_years,num_claims,policy_type,annual_premium,churn
33,13,1,Life,618.2,0
30,4,1,Motor,588.15,0
26,7,1,Health,538.38,0
18,14,2,Motor,583.9,1
74,5,0,Health,707.84,1
29,4,0,Life,502.46,0
25,14,0,Health,583.82,0
55,2,2,Motor,703.85,0
45,3,1,Motor,692.49,1
22,11,0,Health,437.42,0
70,3,0,Motor,648.91,0
38,1,1,Motor,643.26,1
32,6,1,Health,576.23,1
68,2,0,Motor,648.44,0
20,8,1,Life,501.82,0
33,7,2,Life,625.88,0
68,2,0,Health,704.78,0
32,12,1,Health,532.22,0
78,5,0,Life,752.29,0
27,10,3,Motor,701.62,1
45,5,1,Health,654.29,0
56,13,1,Motor,718.1,0
67,9,2,Health,721.15,0
53,1,1,Motor,655.56,0
32,3,1,Motor,573.91,0
55,13,0,Life,657.6,0
38,12,1,Life,560.87,0
41,5,1,Motor,629.02,0
53,4,0,Life,629.51,0
25,12,4,Motor,708.8,0
61,12,1,Health,719.2,0
62,5,0,Motor,613.16,0
54,14,0,Health,549.27,0
73,7,1,Health,659.02,1
21,10,0,Health,506.53,0
38,9,0,Motor,518.75,0
23,7,0,Health,502.02,0
19,3,1,Life,483.33,1
59,11,1,Health,696.41,0
50,4,1,Life,687.95,0
61,6,0,Life,704.14,0
77,14,0,Motor,688.94,1
71,14,0,Health,711.99,0
59,2,1,Life,589.85,0
38,5,1,Motor,648.26,0
50,9,2,Health,686.69,0
64,11,0,Life,649.44,0
50,2,1,Health,690.36,0
42,13,1,Life,632.4,0
32,14,2,Health,571.72,0
53,2,0,Motor,650.06,0
40,13,1,Life,603.82,1
74,14,0,Motor,719.81,0
52,14,0,Health,629.06,0
37,12,1,Health,645.85,0
51,3,1,Health,623.98,0
67,8,0,Motor,587.37,0
74,12,1,Life,708.2,0
46,14,0,Health,625.89,0
33,9,0,Motor,537.3,0
64,13,1,Health,697.23,0
77,8,1,Life,716.46,0
33,11,1,Motor,617.49,1
36,11,1,Life,615.82,0
21,13,0,Motor,548.36,1
39,14,0,Life,539.73,0
66,2,3,Health,826.24,0
41,13,1,Health,627.55,0
22,10,0,Health,470.62,1
61,13,1,Health,663.54,0
59,9,1,Life,699.06,0
70,8,2,Health,821.36,0
35,2,0,Health,534.41,0
28,4,1,Life,553.14,0
64,1,0,Life,574.72,0
52,3,0,Health,644.54,0
67,10,1,Motor,646.24,0
52,6,1,Health,615.5,0
33,10,0,Life,513.53,1
26,3,1,Health,561.26,0
32,13,0,Motor,514.02,0
51,7,0,Health,542.85,0
26,7,1,Life,499.02,0
47,1,2,Health,691.93,1
57,2,0,Life,576.14,0
51,8,1,Life,729.45,0
69,9,0,Life,645.69,1
69,8,2,Health,697.64,0
63,10,1,Motor,697.63,0
73,13,0,Motor,703.26,1
74,13,0,Life,652.65,0
56,3,1,Health,702.72,0
73,13,2,Motor,828.88,0
67,1,1,Health,743.13,0
77,10,1,Health,801.98,0
64,5,1,Motor,678.27,0
57,4,0,Motor,573.37,0
22,4,2,Health,516.69,0
76,8,1,Health,727.02,0
52,7,1,Health,629.56,0
42,5,1,Health,607.99,0
73,13,4,Motor,939.7,0
19,4,0,Health,419.33,0
33,4,0,Health,565.9,0
51,7,1,Health,667.95,0
59,6,1,Motor,672.99,0
54,11,1,Health,640.66,0
64,1,0,Health,590.91,0
60,8,1,Health,652.16,0
67,9,0,Health,651.48,0
76,8,1,Health,740.91,1
62,1,1,Motor,661.8,0
23,11,1,Life,478.33,0
66,5,0,Motor,617.87,0
65,5,2,Motor,780.79,1
67,3,1,Health,671.54,0
48,3,0,Health,564.64,0
74,11,0,Health,641.47,0
20,8,1,Health,514.69,0
43,3,0,Life,547.37,0
39,14,1,Life,645.42,1
36,5,1,Motor,633.45,0
51,4,3,Health,762.15,0
26,12,3,Motor,624.09,1
61,10,0,Motor,651.86,1
56,8,0,Health,581.62,0
53,1,0,Motor,615.07,0
53,8,0,Motor,626.9,1
59,14,1,Life,721.84,0
57,6,1,Motor,683.19,1
57,9,0,Motor,605.61,0
24,12,0,Motor,460.53,1
44,5,2,Motor,665.47,0
66,11,0,Life,702.9,0
22,9,1,Life,553.28,0
63,4,3,Health,804.05,0
47,5,0,Motor,544.8,0
26,7,1,Health,553.46,0
64,12,1,Life,721.21,0
72,1,2,Motor,772.46,0
23,8,1,Motor,531.04,0
18,6,0,Motor,505.45,0
21,13,0,Motor,520.49,1
43,14,3,Health,733.98,1
43,9,0,Health,559.41,0
19,6,0,Health,407.03,0
53,8,1,Health,612.48,0
42,3,0,Health,612.14,0
71,10,0,Life,653.55,1
29,1,0,Health,474.0,0
59,3,0,Motor,605.35,1
18,5,0,Health,416.68,0
37,5,0,Motor,547.07,0
62,13,0,Life,627.72,0
41,6,0,Health,563.8,0
29,12,0,Life,497.93,0
34,5,0,Health,469.44,1
33,5,1,Health,594.91,0
48,10,2,Health,695.85,0
37,7,1,Motor,601.59,0
47,5,0,Health,613.36,0
59,7,1,Health,698.6,0
19,11,0,Health,464.3,1
50,8,0,Life,674.14,0
27,5,2,Life,567.88,1
29,7,2,Life,671.43,0
70,3,1,Life,774.58,0
78,9,0,Life,651.62,1
28,1,0,Motor,557.16,0
25,6,0,Health,435.58,1
61,2,1,Motor,751.23,0
63,3,0,Life,662.01,1
51,1,0,Life,596.46,0
72,14,1,Life,765.36,0
72,1,1,Health,800.04,0
58,3,0,Life,624.21,1
56,2,1,Life,697.28,0
79,12,0,Health,704.52,1
67,12,0,Health,684.71,0
33,13,1,Motor,627.47,0
61,11,0,Health,642.69,1
54,3,1,Motor,708.86,1
46,12,1,Health,611.16,0
77,7,3,Motor,882.93,0
56,11,1,Life,645.75,1
34,6,0,Motor,526.26,0
77,7,2,Motor,813.5,1
56,7,0,Health,624.53,0
78,12,1,Motor,725.33,0
77,5,0,Life,713.72,0
27,6,0,Motor,539.19,0
42,2,1,Motor,657.32,0
53,8,1,Motor,666.78,0
75,8,0,Motor,789.11,0
48,14,0,Life,589.34,0
25,2,0,Health,493.07,0
21,8,0,Motor,528.77,0
32,12,1,Life,535.98,1
58,13,2,Life,791.12,1
72,13,1,Health,681.7,0
34,13,1,Health,585.32,0
20,9,0,Health,503.96,0
66,3,0,Motor,681.67,0
19,1,0,Life,449.38,0
57,13,1,Motor,711.55,0
77,9,1,Health,738.65,1
42,2,1,Life,588.67,1
59,8,0,Life,633.55,0
39,6,1,Health,695.89,0
59,4,1,Life,628.87,1
62,7,1,Health,696.16,0
32,14,0,Health,574.39,0
24,3,0,Motor,546.98,0
29,3,0,Health,492.84,0
74,12,1,Motor,749.85,0
48,10,1,Life,600.82,0
74,6,1,Motor,713.4,0
28,12,1,Health,606.4,0
49,6,0,Motor,630.82,0
45,4,2,Life,599.11,0
48,1,2,Motor,713.97,1
45,3,2,Life,654.61,0
64,4,0,Life,652.67,0
51,6,1,Life,646.16,0
43,11,0,Motor,550.51,0
56,11,2,Health,801.69,0
37,14,0,Health,525.2,0
39,7,1,Life,655.65,0
25,12,0,Health,454.45,0
75,6,3,Life,796.9,0
73,4,1,Health,732.25,0
51,7,2,Motor,686.23,0
43,11,1,Health,627.51,0
54,9,0,Motor,619.45,0
29,5,1,Life,576.97,0
69,2,0,Motor,758.73,0
48,6,0,Motor,565.09,0
78,1,0,Motor,742.13,0
73,14,1,Motor,687.56,0
27,3,1,Life,552.08,1
72,2,0,Life,683.75,0
72,5,1,Motor,728.94,1
60,12,0,Life,624.79,0
21,4,0,Motor,498.23,0
64,5,1,Motor,718.55,0
48,9,2,Motor,699.87,1
45,4,1,Motor,655.47,0
70,11,0,Life,648.84,0
58,8,0,Health,547.23,0
54,9,1,Motor,656.03,0
60,8,1,Life,658.55,1
20,1,0,Life,440.78,0
24,6,1,Health,522.23,0
42,9,1,Life,616.51,1
74,12,3,Health,918.28,0
76,8,0,Life,637.5,0
69,14,0,Life,695.59,0
27,13,2,Motor,560.4,0
64,14,0,Motor,680.33,0
44,1,1,Life,643.62,1
22,1,0,Health,519.49,0
27,4,0,Health,467.28,0
63,6,0,Life,680.33,0
74,3,1,Health,761.38,1
61,1,0,Motor,627.18,0
55,7,0,Health,552.75,0
25,4,3,Life,548.48,0
74,3,0,Life,666.21,0
76,13,2,Health,850.28,0
73,12,2,Health,773.57,1
47,1,2,Life,727.35,1
53,3,1,Life,705.35,0
75,7,5,Life,872.59,0
36,11,0,Health,564.94,0
57,7,2,Health,745.76,0
41,3,0,Health,551.18,0
63,11,1,Health,694.02,0
38,2,0,Life,545.01,1
47,14,1,Health,646.78,1
43,9,1,Motor,667.95,0
76,9,1,Health,797.32,0
19,10,0,Life,524.21,0
34,11,0,Motor,498.84,0
56,1,0,Motor,649.22,0
57,2,2,Health,748.45,0
68,9,0,Life,644.94,0
23,6,1,Health,580.88,0
68,1,0,Life,656.03,0
28,3,0,Motor,547.55,0
47,6,0,Motor,585.87,1
62,7,1,Health,683.16,0
43,8,0,Health,636.72,0
72,11,0,Health,659.16,1
35,9,1,Health,561.27,0
31,13,0,Health,528.39,0
79,13,0,Motor,741.2,0
47,10,2,Motor,667.63,0
67,4,0,Health,683.04,0
47,1,1,Motor,616.34,1
49,7,2,Motor,695.3,0
77,12,0,Life,745.37,0
28,3,0,Life,515.54,0
54,2,1,Health,658.25,1
44,14,0,Motor,596.57,0
34,7,1,Health,570.79,1
31,14,2,Life,635.49,1
69,11,1,Life,788.8,0
41,6,0,Health,609.32,0
51,4,2,Motor,672.23,0
53,6,0,Health,606.89,0
31,12,0,Life,553.78,0
77,11,0,Life,730.5,0
63,7,1,Health,693.37,1
36,3,0,Health,663.06,0
71,13,1,Life,748.99,0
52,3,1,Health,667.82,0
64,11,0,Health,694.57,0
23,4,1,Health,584.74,0
63,1,0,Life,676.59,0
68,10,1,Motor,698.56,1
28,8,2,Life,524.82,0
51,9,0,Life,606.81,0
56,11,1,Motor,639.98,0
42,7,0,Motor,557.05,0
31,11,0,Motor,566.48,0
26,2,2,Motor,645.09,0
47,7,3,Health,761.97,0
46,5,0,Motor,617.2,1
43,6,0,Health,509.7,1
52,9,1,Health,620.7,1
46,5,0,Motor,538.74,0
71,5,2,Health,816.98,0
70,3,0,Life,673.98,1
46,8,1,Health,647.34,1
79,6,1,Motor,781.25,0
74,2,1,Life,776.91,0
53,7,1,Motor,692.89,0
62,3,0,Motor,622.84,0
48,13,1,Life,681.08,0
38,10,3,Health,614.98,0
31,6,2,Health,644.4,0
37,10,1,Life,631.14,1
32,14,2,Life,651.33,0
23,3,0,Health,363.91,0
67,3,1,Life,706.69,0
77,1,0,Life,707.35,0
31,9,2,Life,636.82,1
36,6,1,Motor,659.97,1
67,13,2,Health,834.48,0
60,1,0,Life,669.48,0
43,4,1,Life,719.58,1
21,5,0,Motor,436.86,0
73,11,0,Health,685.37,0
43,8,0,Health,573.08,0
19,4,0,Motor,402.97,0
34,11,0,Motor,518.99,0
72,14,1,Motor,766.69,0
21,4,0,Health,445.5,0
47,4,2,Motor,683.94,0
26,6,1,Health,555.92,1
53,13,0,Health,533.45,0
18,8,1,Motor,414.58,0
26,5,1,Life,568.73,0
55,11,0,Life,494.93,0
38,14,0,Health,443.2,0
45,10,1,Motor,641.78,0
44,1,0,Motor,637.54,1
49,2,2,Health,651.03,1
52,3,0,Health,585.73,1
64,8,1,Life,652.49,0
58,7,0,Health,647.7,1
66,14,0,Motor,719.61,0
65,14,2,Health,716.6,0
22,6,0,Life,477.63,1
66,4,0,Motor,594.87,0
64,10,0,Health,628.23,0
19,9,2,Health,568.01,0
25,12,0,Motor,485.27,0
42,14,0,Life,501.31,1
46,14,0,Motor,520.9,0
44,13,1,Health,625.84,1
65,9,0,Motor,637.89,1
22,5,0,Life,410.04,1
77,7,2,Health,810.89,0
48,2,1,Motor,674.71,1
60,5,0,Motor,601.39,0
63,2,0,Health,642.34,1
64,12,1,Life,644.0,0
39,3,1,Health,594.49,0
43,13,2,Motor,591.96,0
44,4,0,Health,590.04,0
21,7,0,Life,553.08,0
41,11,0,Life,511.34,0
76,2,0,Life,687.95,0
57,6,2,Motor,676.83,1
18,7,0,Life,501.04,0
68,14,2,Motor,690.5,0
19,11,1,Health,487.25,0
22,11,1,Motor,510.92,0
72,8,1,Health,683.34,1
44,4,0,Motor,538.34,0
21,9,0,Health,431.64,0
35,12,0,Health,575.45,0
59,12,0,Life,656.76,0
21,11,1,Health,515.55,0
37,6,1,Health,608.79,0
52,12,3,Life,741.68,0
59,7,0,Motor,683.1,0
59,7,0,Motor,679.35,0
30,12,0,Motor,508.05,0
32,4,0,Life,593.09,0
56,8,0,Life,564.22,0
20,13,1,Health,585.61,0
78,9,1,Health,745.24,0
22,7,0,Health,466.9,0
51,13,2,Health,730.42,0
55,1,1,Motor,665.55,0
21,8,1,Motor,465.36,0
65,11,0,Health,637.34,0
49,3,0,Health,638.15,1
69,13,1,Life,647.19,0
28,9,0,Life,493.21,0
67,5,2,Health,752.3,0
42,1,2,Health,694.38,0
77,13,0,Health,754.07,0
36,1,2,Life,647.88,0
43,4,1,Health,637.12,1
59,11,1,Motor,585.51,0
26,9,1,Life,499.71,0
60,5,1,Life,758.69,0
31,1,0,Motor,562.82,0
49,1,0,Health,573.39,0
38,4,1,Health,596.2,0
41,5,0,Life,579.3,0
38,13,0,Health,544.41,0
71,2,3,Health,795.22,1
65,3,1,Health,682.32,0
18,1,2,Life,583.44,0
34,3,0,Life,562.51,0
19,6,0,Health,537.05,1
52,7,1,Life,688.87,0
52,5,1,Health,633.4,0
64,9,0,Motor,645.14,1
62,1,0,Life,673.01,0
45,7,0,Health,572.33,0
26,6,0,Health,523.84,0
37,4,0,Motor,557.6,1
38,2,0,Life,490.99,0
43,2,2,Life,691.56,0
45,10,0,Health,490.04,0
29,2,1,Life,588.72,0
57,2,1,Motor,661.11,0
67,3,0,Health,640.29,0
48,11,1,Health,592.51,0
40,9,0,Motor,570.97,0
36,9,0,Motor,526.76,0
76,1,0,Health,713.45,0
19,8,3,Life,584.8,1
76,6,0,Life,667.78,1
61,9,0,Life,652.4,0
40,1,2,Motor,642.99,0
70,3,2,Health,732.86,0
58,12,2,Health,629.43,0
70,11,1,Motor,676.73,0
60,2,2,Motor,666.09,0
43,14,0,Motor,584.38,0
67,5,1,Health,722.93,0
57,9,0,Motor,631.38,0
32,8,2,Health,663.3,0
31,1,2,Health,660.26,0
45,2,1,Health,704.34,0
21,8,1,Motor,494.36,0
30,10,0,Motor,530.21,0
79,7,2,Health,772.38,0
27,8,1,Life,618.69,1
18,1,1,Motor,510.31,0
52,10,0,Life,585.71,0
20,5,2,Health,561.34,0
54,2,1,Motor,690.91,0
44,5,0,Health,541.64,0
64,3,2,Motor,746.08,1
19,14,2,Motor,545.93,1
55,12,0,Health,607.55,1
57,14,1,Life,635.31,0
30,10,0,Health,500.77,0
54,6,1,Health,685.26,0
58,7,0,Health,586.25,0
70,6,1,Health,750.27,0
32,1,1,Health,583.96,0
66,7,0,Life,630.81,1
42,7,0,Health,572.78,0
58,1,4,Health,827.77,1
32,3,0,Health,630.86,0
33,8,0,Motor,486.41,0
40,12,4,Motor,789.08,1
64,10,0,Life,651.71,0
54,13,0,Health,612.65,1
44,14,1,Motor,654.08,1
24,3,1,Motor,523.96,0
42,10,0,Health,586.64,0
55,8,0,Motor,681.49,0
47,13,1,Motor,614.04,1
38,2,1,Motor,535.36,0
58,14,1,Health,700.21,0
46,14,1,Life,626.65,0
77,2,2,Health,870.56,0
42,8,1,Health,632.99,0
50,4,0,Health,601.86,1
31,9,0,Motor,521.71,1
32,10,0,Life,515.53,0
45,13,0,Motor,439.15,0
49,2,1,Life,611.18,0
75,5,4,Life,897.84,0
64,14,0,Health,684.81,0
56,2,0,Motor,597.29,0
44,3,0,Motor,567.95,0
59,13,1,Motor,729.25,0
18,12,1,Health,477.06,0
25,3,1,Health,577.76,0
55,5,0,Life,608.26,1
29,10,1,Health,572.4,0
60,2,1,Health,639.43,0
61,9,1,Health,718.5,0
43,2,0,Motor,575.03,0
39,4,4,Life,759.2,0
54,8,2,Motor,724.19,0
74,8,0,Life,626.34,0
45,9,1,Motor,654.9,0
48,9,0,Life,659.91,0
50,6,0,Health,548.69,1
45,10,0,Motor,573.52,0
18,9,2,Health,609.0,0
44,9,1,Health,638.14,0
21,4,1,Life,565.26,0
77,13,0,Life,713.84,0
74,11,1,Motor,816.03,0
63,8,1,Life,694.55,0
65,1,2,Health,770.86,0
39,12,2,Motor,715.96,0
35,12,2,Life,632.91,0
42,8,1,Health,623.77,0
33,2,0,Health,492.15,0
36,10,3,Health,661.22,0
24,1,1,Life,527.57,0
18,11,1,Life,579.72,1
56,14,1,Motor,653.87,0
66,11,0,Life,698.47,0
79,7,1,Health,746.86,0
56,4,1,Health,676.33,0
67,7,1,Motor,740.15,1
49,8,2,Motor,674.03,0
61,4,1,Life,663.2,0
62,14,0,Life,658.89,0
47,14,0,Life,579.72,0
47,10,0,Life,530.72,0
52,5,3,Health,694.01,0
39,12,1,Motor,595.79,0
63,8,0,Life,620.67,0
67,11,1,Motor,688.74,1
38,2,1,Life,514.11,1
68,2,0,Motor,721.77,1
35,3,1,Motor,609.92,0
40,3,1,Motor,548.17,0
76,11,0,Motor,730.96,0
78,4,0,Motor,699.51,0
60,7,2,Health,702.48,0
57,13,1,Health,784.48,0
64,9,1,Life,597.17,0
21,3,3,Life,696.91,0
47,4,2,Life,667.93,0
23,1,0,Life,508.55,0
51,7,2,Health,675.51,0
60,5,0,Motor,717.17,0
18,8,0,Health,449.93,1
29,11,2,Motor,653.55,0
20,2,1,Life,541.57,0
49,5,1,Motor,680.43,1
39,7,0,Health,506.93,0
37,14,2,Motor,639.65,0
73,13,1,Life,737.86,0
56,2,1,Life,690.82,1
29,3,0,Motor,504.2,1
74,2,0,Health,769.01,0
32,5,2,Motor,638.18,0
27,9,0,Motor,475.28,0
67,8,0,Motor,648.91,1
56,2,1,Health,714.93,1
45,4,1,Motor,677.82,1
30,14,0,Motor,506.21,0
53,8,1,Motor,594.71,0
20,2,0,Motor,397.67,0
30,8,3,Life,626.63,0
30,8,0,Life,572.45,0
69,2,0,Health,695.05,0
40,3,2,Health,684.02,0
30,11,3,Life,675.76,0
43,2,1,Motor,558.28,1
23,5,0,Life,485.06,0
19,13,0,Life,429.16,0
67,12,0,Life,610.83,1
55,9,2,Life,741.82,0
61,10,0,Health,608.48,0
43,8,0,Health,571.96,0
21,9,0,Life,479.63,0
77,10,1,Health,743.44,1
34,5,0,Health,498.87,0
27,3,1,Life,544.07,0
27,6,0,Health,505.86,0
59,2,0,Health,572.99,0
32,7,4,Health,683.42,0
55,4,2,Health,743.4,0
78,14,1,Health,799.97,0
62,6,0,Life,616.87,0
52,7,1,Health,677.91,0
25,8,1,Motor,607.82,0
43,5,0,Health,547.64,0
69,4,1,Health,730.25,0
46,10,0,Health,574.21,0
74,1,2,Health,790.53,1
55,6,1,Motor,713.77,0
23,3,1,Life,521.76,0
20,8,0,Life,442.7,0
64,10,1,Motor,684.54,0
75,3,2,Life,803.78,0
67,1,1,Life,762.92,0
77,3,0,Health,685.89,0
29,5,0,Health,515.1,0
74,5,1,Health,733.48,0
59,8,1,Life,689.24,0
78,13,1,Motor,787.9,1
44,7,0,Motor,607.25,0
72,11,1,Health,750.46,0
34,1,3,Life,688.04,0
75,13,1,Life,827.15,0
49,13,0,Health,613.95,0
55,11,0,Life,598.66,0
53,7,0,Life,623.94,1
59,11,2,Health,645.66,0
23,12,2,Health,609.98,0
32,9,0,Motor,511.96,0
18,10,1,Life,554.26,0
33,11,1,Health,528.87,0
22,3,0,Life,507.05,1
42,12,0,Life,655.23,1
21,9,1,Life,582.16,1
19,8,1,Health,536.71,1
24,8,1,Life,655.89,0
65,12,0,Health,693.0,0
44,10,2,Motor,694.34,0
29,11,1,Life,602.54,1
25,3,1,Motor,586.33,0
75,2,0,Motor,741.04,0
23,3,0,Life,552.38,1
40,4,0,Motor,521.42,0
37,3,0,Motor,589.74,0
39,4,2,Motor,640.53,0
52,2,0,Life,603.77,0
53,13,0,Life,639.51,1
41,2,0,Life,488.74,0
35,7,0,Health,567.45,0
64,13,0,Motor,572.28,0
34,4,1,Motor,586.72,0
52,2,0,Motor,615.86,1
77,1,0,Motor,671.87,1
49,8,1,Motor,622.79,0
45,3,0,Motor,575.2,0
65,4,1,Life,685.24,1
33,10,0,Motor,416.16,0
52,4,3,Health,734.3,0
65,11,2,Life,700.71,1
48,4,0,Motor,524.59,0
20,13,1,Life,530.04,0
36,14,0,Motor,543.95,0
73,14,1,Motor,711.92,0
36,4,2,Motor,694.38,0
29,2,1,Health,635.03,0
26,11,0,Motor,462.13,0
36,7,1,Life,622.32,1
69,10,1,Motor,715.89,0
36,3,1,Life,568.84,0
45,2,1,Life,667.31,0
60,6,0,Motor,570.81,0
56,9,1,Motor,704.83,0
66,7,2,Motor,715.27,0
24,9,1,Motor,492.73,0
76,8,1,Health,747.51,0
26,11,0,Life,566.72,0
45,10,0,Motor,571.85,0
27,12,0,Life,512.98,0
19,12,1,Motor,560.12,0
56,10,0,Life,651.58,1
58,4,1,Health,696.52,1
30,3,1,Health,588.84,0
70,1,0,Health,714.23,1
34,10,2,Life,586.48,0
52,10,2,Motor,738.14,1
26,3,0,Motor,523.49,1
72,8,2,Life,798.69,1
42,10,0,Life,587.18,0
21,6,1,Life,543.58,1
62,10,2,Life,689.19,1
26,8,1,Life,564.01,0
22,10,1,Life,463.58,0
20,2,2,Health,537.51,1
39,10,0,Health,524.4,1
22,1,0,Life,553.31,1
58,9,1,Life,689.91,0
31,13,0,Health,529.9,0
40,5,1,Life,600.37,0
72,10,0,Life,711.3,0
74,5,0,Motor,717.64,0
19,5,0,Health,494.89,0
64,11,1,Motor,658.78,0
61,8,0,Life,744.64,0
27,13,1,Motor,565.61,0
44,13,0,Health,599.49,1
62,10,0,Health,619.85,0
73,14,1,Health,763.93,0
49,13,1,Health,668.7,0
44,10,1,Motor,644.2,0
38,4,1,Motor,614.28,0
58,6,1,Life,658.7,0
23,5,0,Life,468.49,0
47,6,0,Life,598.66,1
39,6,1,Health,592.03,1
74,10,0,Motor,797.24,0
78,1,0,Motor,718.5,0
41,12,2,Life,712.16,0
38,6,4,Health,771.04,0
40,2,3,Motor,726.29,0
62,6,0,Health,603.93,0
75,14,0,Motor,718.73,1
76,14,1,Health,711.91,1
31,1,0,Life,485.91,0
76,14,2,Life,827.03,1
32,12,0,Health,564.3,1
24,14,0,Health,502.01,0
75,12,1,Health,712.51,1
72,7,0,Health,741.66,0
66,10,1,Health,741.56,0
21,13,1,Health,534.09,0
30,6,0,Life,577.27,0
62,11,0,Health,597.34,0
65,3,2,Health,823.18,0
70,4,0,Motor,700.12,0
35,1,1,Health,656.68,0
44,13,1,Life,616.32,0
70,11,0,Health,669.11,0
54,9,1,Health,670.1,0
38,9,1,Life,593.86,0
19,11,0,Life,460.63,0
63,7,3,Motor,819.23,0
71,11,0,Life,718.72,1
69,6,0,Life,724.22,1
48,2,1,Life,646.36,1
74,3,0,Health,585.15,0
77,14,1,Motor,759.29,1
55,9,0,Life,663.22,0
36,2,0,Health,567.83,0
61,2,1,Health,688.39,0
25,8,1,Life,551.19,0
33,7,1,Health,562.25,0
43,12,0,Life,610.68,0
62,3,0,Health,734.61,1
77,10,1,Health,717.99,0
43,5,1,Health,635.88,1
79,2,1,Health,764.98,0
26,12,0,Health,482.82,0
27,1,1,Motor,549.48,0
74,4,1,Motor,747.77,0
76,1,2,Motor,736.51,0
78,4,2,Life,820.3,0
21,1,0,Motor,537.38,1
18,8,2,Life,548.78,0
72,5,0,Motor,668.75,1
79,9,1,Motor,718.01,0
51,3,3,Health,762.1,0
47,11,0,Health,566.43,1
45,1,0,Health,529.78,0
49,13,1,Health,643.94,0
42,10,2,Motor,639.92,0
33,1,0,Motor,509.84,0
59,8,0,Health,603.03,0
50,6,0,Motor,600.72,0
52,8,2,Health,665.93,0
40,1,0,Health,604.18,0
54,7,0,Health,681.56,0
25,11,2,Health,593.25,0
19,7,0,Life,484.4,0
52,6,1,Motor,696.99,0
45,14,1,Health,611.6,0
43,3,0,Health,502.05,0
70,2,0,Health,693.68,0
46,12,0,Health,630.66,1
57,13,2,Health,675.27,1
27,11,1,Health,562.61,0
62,9,1,Motor,700.44,0
25,9,0,Life,520.16,1
79,14,1,Motor,825.74,0
43,12,0,Motor,614.4,0
72,10,2,Motor,750.07,1
55,7,1,Life,688.64,0
26,12,0,Life,514.31,0
69,5,1,Health,744.96,0
36,6,3,Motor,704.72,0
59,1,1,Health,650.12,0
41,14,0,Life,640.0,0
30,13,0,Health,544.86,0
58,6,0,Health,627.4,0
45,12,1,Motor,660.65,0
20,3,0,Life,433.58,0
51,7,2,Motor,761.97,0
51,6,1,Health,660.98,0
32,4,1,Health,532.01,0
64,10,0,Life,670.8,0
79,6,0,Health,722.46,0
44,3,0,Health,594.44,0
65,5,0,Motor,680.69,0
68,1,1,Life,635.95,0
19,1,0,Life,478.21,1
55,5,1,Life,665.78,0
26,9,0,Motor,535.93,0
46,12,0,Motor,519.69,0
79,7,0,Life,741.94,1
62,6,0,Motor,689.86,0
34,11,0,Health,529.55,0
79,13,1,Life,724.61,0
77,14,0,Motor,660.65,1
37,14,2,Life,612.87,1
28,3,2,Life,616.48,0
47,8,0,Life,619.07,1
44,11,2,Health,665.51,0
76,5,0,Motor,710.55,0
28,1,0,Motor,477.7,1
21,2,0,Life,525.55,0
73,7,1,Health,765.45,0
31,8,2,Motor,662.45,0
73,5,3,Health,835.82,0
77,13,1,Health,712.13,0
52,2,0,Motor,614.48,1
22,9,0,Motor,462.47,0
31,12,0,Life,578.47,0
47,9,2,Motor,679.26,0
25,6,0,Health,485.49,0
71,2,0,Motor,688.73,0
24,10,1,Motor,518.92,0
62,12,0,Health,600.81,1
56,8,3,Health,767.98,0
68,9,0,Life,669.05,0
50,9,0,Motor,650.74,1
20,9,0,Health,483.11,0
24,1,0,Life,463.99,0
53,4,1,Motor,708.01,0
73,14,0,Health,705.13,0
55,13,4,Life,801.87,0
31,13,0,Health,475.36,0
78,5,1,Health,809.15,0
54,4,1,Life,639.32,1
38,5,1,Motor,613.95,0
27,10,0,Life,527.47,1
69,5,1,Health,710.31,0
33,3,0,Life,549.83,1
27,7,1,Motor,542.59,0
43,6,1,Health,589.98,1
52,10,0,Motor,605.07,0
76,2,0,Life,734.46,0
78,4,1,Health,772.6,0
47,8,1,Health,704.22,0
21,14,0,Motor,531.1,0
37,1,0,Motor,513.53,1
27,4,1,Motor,626.51,0
55,13,2,Motor,662.45,0
49,10,2,Health,688.99,0
64,14,1,Life,755.78,0
36,10,0,Health,528.94,0
26,6,0,Life,610.79,0
29,4,1,Life,463.2,0
38,7,0,Life,598.16,0
26,12,0,Health,429.4,0
61,11,2,Motor,745.7,1
18,5,1,Health,488.17,0
48,2,2,Motor,643.35,0
43,10,2,Health,621.19,0
31,4,0,Motor,505.64,0
57,7,1,Motor,626.26,0
35,10,3,Motor,662.43,0
45,1,1,Motor,599.09,1
68,14,0,Health,693.53,1
67,14,1,Motor,700.78,1
22,11,1,Health,512.68,1
68,5,0,Health,746.69,1
25,6,0,Motor,524.17,1
75,7,0,Life,709.35,0
46,14,0,Health,611.03,0
30,11,1,Health,622.31,1
44,13,1,Motor,594.7,0
42,8,0,Motor,638.86,0
74,10,1,Motor,802.26,0
76,5,1,Motor,712.8,0
24,12,0,Motor,458.62,0
30,14,2,Health,579.54,0
43,1,2,Life,659.89,1
18,12,0,Motor,445.86,0
21,4,0,Motor,467.01,0
58,5,1,Life,724.6,0
18,13,0,Motor,515.19,1
68,12,2,Life,728.02,1
67,8,0,Motor,637.19,1
70,10,0,Life,652.25,0
19,9,0,Life,502.5,0
43,12,2,Life,633.69,1
